32,1.486730000000000e+02
32,1.486830000000000e+02
32,1.486810000000000e+02
32,1.486710000000000e+02
32,1.486870000000000e+02
32,1.486840000000000e+02
32,1.486980000000000e+02
32,1.486510000000000e+02
32,1.486800000000000e+02
32,1.486890000000000e+02
1,1.455620000000000e+02
1,1.455830000000000e+02
1,1.455580000000000e+02
1,1.455580000000000e+02
1,1.455650000000000e+02
1,1.455970000000000e+02
1,1.455430000000000e+02
1,1.455620000000000e+02
1,1.455980000000000e+02
1,1.455630000000000e+02
2,1.455700000000000e+02
2,1.455680000000000e+02
2,1.455620000000000e+02
2,1.455770000000000e+02
2,1.455720000000000e+02
2,1.455800000000000e+02
2,1.455680000000000e+02
2,1.455720000000000e+02
2,1.455560000000000e+02
2,1.455860000000000e+02
4096,3.384390000000000e+02
4096,3.380260000000000e+02
4096,3.374170000000000e+02
4096,3.390200000000000e+02
4096,3.380590000000000e+02
4096,3.378670000000000e+02
4096,3.389080000000000e+02
4096,3.380130000000000e+02
4096,3.385490000000000e+02
4096,3.380510000000000e+02
4,1.457820000000000e+02
4,1.457750000000000e+02
4,1.458120000000000e+02
4,1.458050000000000e+02
4,1.457890000000000e+02
4,1.457980000000000e+02
4,1.458190000000000e+02
4,1.458030000000000e+02
4,1.457910000000000e+02
4,1.458110000000000e+02
1024,2.198780000000000e+02
1024,2.199470000000000e+02
1024,2.195880000000000e+02
1024,2.202520000000000e+02
1024,2.198330000000000e+02
1024,2.201860000000000e+02
1024,2.199260000000000e+02
1024,2.200110000000000e+02
1024,2.198620000000000e+02
1024,2.192550000000000e+02
8192,7.883720000000000e+02
8192,7.830000000000000e+02
8192,7.864349999999999e+02
8192,7.927820000000000e+02
8192,7.859059999999999e+02
8192,7.908500000000000e+02
8192,7.871540000000000e+02
8192,7.886600000000000e+02
8192,7.874349999999999e+02
8192,7.901040000000000e+02
8,1.457690000000000e+02
8,1.457740000000000e+02
8,1.457580000000000e+02
8,1.457840000000000e+02
8,1.457620000000000e+02
8,1.457680000000000e+02
8,1.457740000000000e+02
8,1.457760000000000e+02
8,1.457690000000000e+02
8,1.457800000000000e+02
64,1.613700000000000e+02
64,1.613410000000000e+02
64,1.612920000000000e+02
64,1.613250000000000e+02
64,1.612750000000000e+02
64,1.613310000000000e+02
64,1.613370000000000e+02
64,1.614250000000000e+02
64,1.613620000000000e+02
64,1.614200000000000e+02
128,1.800320000000000e+02
128,1.800350000000000e+02
128,1.799750000000000e+02
128,1.800140000000000e+02
128,1.800290000000000e+02
128,1.800320000000000e+02
128,1.800220000000000e+02
128,1.801080000000000e+02
128,1.800230000000000e+02
128,1.800150000000000e+02
256,2.027390000000000e+02
256,2.026140000000000e+02
256,2.026900000000000e+02
256,2.027220000000000e+02
256,2.027280000000000e+02
256,2.026310000000000e+02
256,2.027000000000000e+02
256,2.026570000000000e+02
256,2.019450000000000e+02
256,2.026380000000000e+02
16384,1.427115000000000e+03
16384,1.419193000000000e+03
16384,1.419252000000000e+03
16384,1.417065000000000e+03
16384,1.427958000000000e+03
16384,1.427623000000000e+03
16384,1.424529000000000e+03
16384,1.425023000000000e+03
16384,1.423662000000000e+03
16384,1.421018000000000e+03
16,1.447160000000000e+02
16,1.447200000000000e+02
16,1.447260000000000e+02
16,1.447340000000000e+02
16,1.447380000000000e+02
16,1.447220000000000e+02
16,1.447270000000000e+02
16,1.447360000000000e+02
16,1.447260000000000e+02
16,1.447190000000000e+02
512,2.072610000000000e+02
512,2.076280000000000e+02
512,2.069470000000000e+02
512,2.072060000000000e+02
512,2.071750000000000e+02
512,2.068860000000000e+02
512,2.069210000000000e+02
512,2.075120000000000e+02
512,2.076050000000000e+02
512,2.071860000000000e+02
91800,1.087887300000000e+04
91800,1.099473000000000e+04
91800,1.106361100000000e+04
91800,1.089785900000000e+04
91800,1.094013600000000e+04
91800,1.092545100000000e+04
91800,1.086252700000000e+04
91800,1.077441100000000e+04
91800,1.102072200000000e+04
91800,1.103240600000000e+04
32768,2.912724000000000e+03
32768,2.921203000000000e+03
32768,2.927883000000000e+03
32768,2.910242000000000e+03
32768,2.968973000000000e+03
32768,2.925422000000000e+03
32768,2.915022000000000e+03
32768,2.890482000000000e+03
32768,2.915054000000000e+03
32768,2.953814000000000e+03
65536,8.108992000000000e+03
65536,7.942410000000000e+03
65536,7.943317000000000e+03
65536,7.781033000000000e+03
65536,8.228575999999999e+03
65536,8.011936000000000e+03
65536,7.895817000000000e+03
65536,7.997393000000000e+03
65536,8.108352000000000e+03
65536,7.907533000000000e+03
2048,2.564000000000000e+02
2048,2.567370000000000e+02
2048,2.556640000000000e+02
2048,2.569890000000000e+02
2048,2.565240000000000e+02
2048,2.565490000000000e+02
2048,2.571150000000000e+02
2048,2.565460000000000e+02
2048,2.571440000000000e+02
2048,2.568270000000000e+02
